ID,Device ID,Scent,Session ID,Phase,Timestamp,Sensor 0,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Ethanol,CoH2,VocRaw,NoxRaw,Predicted Scent,Confidence,Created At
210,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:25:49 GMT+0100 (Central European Standard Time),21.49,46.87,,20.91,924,921,831,553,29310,13766,sweet_orange,1.0,Mon Mar 09 2026 14:25:49 GMT+0100 (Central European Standard Time)
211,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:26:34 GMT+0100 (Central European Standard Time),21.49,46.81,,22.72,910,906,774,469,29311,13768,sweet_orange,1.0,Mon Mar 09 2026 14:26:34 GMT+0100 (Central European Standard Time)
212,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:26:50 GMT+0100 (Central European Standard Time),21.51,46.87,,24.12,909,909,777,476,29311,13771,sweet_orange,1.0,Mon Mar 09 2026 14:26:50 GMT+0100 (Central European Standard Time)
213,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:27:25 GMT+0100 (Central European Standard Time),21.5,46.96,,23.22,907,872,823,494,29266,13769,sweet_orange,1.0,Mon Mar 09 2026 14:27:25 GMT+0100 (Central European Standard Time)
214,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:28:06 GMT+0100 (Central European Standard Time),21.5,46.97,,23.2,926,929,827,506,29293,13759,sweet_orange,1.0,Mon Mar 09 2026 14:28:06 GMT+0100 (Central European Standard Time)
215,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:28:54 GMT+0100 (Central European Standard Time),21.49,46.98,,22.38,915,910,837,498,29219,13760,sweet_orange,1.0,Mon Mar 09 2026 14:28:54 GMT+0100 (Central European Standard Time)
216,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:29:04 GMT+0100 (Central European Standard Time),21.51,46.94,,24.17,894,862,781,444,29256,13762,sweet_orange,1.0,Mon Mar 09 2026 14:29:04 GMT+0100 (Central European Standard Time)
217,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:29:36 GMT+0100 (Central European Standard Time),21.5,46.96,,24.55,891,881,750,450,29234,13769,sweet_orange,1.0,Mon Mar 09 2026 14:29:36 GMT+0100 (Central European Standard Time)
218,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:30:19 GMT+0100 (Central European Standard Time),21.51,47.03,,24.43,904,912,759,469,29208,13771,sweet_orange,1.0,Mon Mar 09 2026 14:30:19 GMT+0100 (Central European Standard Time)
219,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:31:04 GMT+0100 (Central European Standard Time),21.5,47.0,,23.89,889,859,746,428,29203,13760,sweet_orange,1.0,Mon Mar 09 2026 14:31:04 GMT+0100 (Central European Standard Time)
220,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:31:45 GMT+0100 (Central European Standard Time),21.52,47.07,,24.12,913,908,765,461,29181,13766,sweet_orange,1.0,Mon Mar 09 2026 14:31:45 GMT+0100 (Central European Standard Time)
221,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:32:27 GMT+0100 (Central European Standard Time),21.52,46.96,,24.28,907,901,771,460,29155,13756,sweet_orange,1.0,Mon Mar 09 2026 14:32:27 GMT+0100 (Central European Standard Time)
222,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:33:02 GMT+0100 (Central European Standard Time),21.51,47.1,,24.79,909,896,773,460,29137,13765,sweet_orange,1.0,Mon Mar 09 2026 14:33:02 GMT+0100 (Central European Standard Time)
223,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:33:50 GMT+0100 (Central European Standard Time),21.52,47.22,,24.5,905,905,770,470,29092,13766,sweet_orange,1.0,Mon Mar 09 2026 14:33:50 GMT+0100 (Central European Standard Time)
224,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:34:44 GMT+0100 (Central European Standard Time),21.54,47.23,,24.0,916,919,794,475,29057,13772,sweet_orange,1.0,Mon Mar 09 2026 14:34:44 GMT+0100 (Central European Standard Time)
225,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:35:22 GMT+0100 (Central European Standard Time),21.55,47.11,,23.59,908,917,777,466,29075,13765,sweet_orange,1.0,Mon Mar 09 2026 14:35:22 GMT+0100 (Central European Standard Time)
226,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:36:00 GMT+0100 (Central European Standard Time),21.57,47.23,,24.15,905,902,788,489,29065,13770,sweet_orange,1.0,Mon Mar 09 2026 14:36:00 GMT+0100 (Central European Standard Time)
227,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:36:39 GMT+0100 (Central European Standard Time),21.58,47.27,,24.35,904,893,780,469,29013,13765,sweet_orange,1.0,Mon Mar 09 2026 14:36:39 GMT+0100 (Central European Standard Time)
228,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:37:20 GMT+0100 (Central European Standard Time),21.57,47.21,,24.52,882,877,749,455,28963,13754,sweet_orange,1.0,Mon Mar 09 2026 14:37:20 GMT+0100 (Central European Standard Time)
229,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:38:02 GMT+0100 (Central European Standard Time),21.59,47.17,,25.33,877,869,736,451,28946,13759,sweet_orange,1.0,Mon Mar 09 2026 14:38:02 GMT+0100 (Central European Standard Time)
230,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:38:40 GMT+0100 (Central European Standard Time),21.61,47.38,,24.45,904,891,779,456,28924,13769,sweet_orange,1.0,Mon Mar 09 2026 14:38:40 GMT+0100 (Central European Standard Time)
231,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:39:18 GMT+0100 (Central European Standard Time),21.61,47.38,,24.87,876,848,754,449,28889,13760,sweet_orange,1.0,Mon Mar 09 2026 14:39:18 GMT+0100 (Central European Standard Time)
232,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:39:32 GMT+0100 (Central European Standard Time),21.64,47.38,,25.83,898,876,811,505,28880,13782,sweet_orange,1.0,Mon Mar 09 2026 14:39:32 GMT+0100 (Central European Standard Time)
233,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:40:07 GMT+0100 (Central European Standard Time),21.63,47.38,,26.02,891,869,749,449,28922,13773,sweet_orange,1.0,Mon Mar 09 2026 14:40:07 GMT+0100 (Central European Standard Time)
234,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:40:45 GMT+0100 (Central European Standard Time),21.67,47.44,,25.78,896,873,773,447,28843,13765,sweet_orange,1.0,Mon Mar 09 2026 14:40:45 GMT+0100 (Central European Standard Time)
235,EnoseDevice001,sweet_orange,20260309_1411_session_02,exposure,Mon Mar 09 2026 14:41:27 GMT+0100 (Central European Standard Time),21.66,47.38,,25.16,875,834,738,439,28793,13765,sweet_orange,1.0,Mon Mar 09 2026 14:41:27 GMT+0100 (Central European Standard Time)
509,EnoseDevice001,no_scent,20260422_1346_session_03,stabilisation,Wed Apr 22 2026 13:46:37 GMT+0200 (Central European Summer Time),19.27,32.55,,5.32,732,490,739,300,29783,13306,no_scent,1.0,Wed Apr 22 2026 13:46:37 GMT+0200 (Central European Summer Time)
510,EnoseDevice001,no_scent,20260422_1346_session_03,stabilisation,Wed Apr 22 2026 13:47:18 GMT+0200 (Central European Summer Time),19.35,32.88,,6.93,708,450,704,275,30111,13282,no_scent,1.0,Wed Apr 22 2026 13:47:18 GMT+0200 (Central European Summer Time)
511,EnoseDevice001,no_scent,20260422_1346_session_03,stabilisation,Wed Apr 22 2026 13:49:24 GMT+0200 (Central European Summer Time),19.59,32.89,,8.97,676,407,660,256,30332,13257,no_scent,1.0,Wed Apr 22 2026 13:49:24 GMT+0200 (Central European Summer Time)
512,EnoseDevice001,no_scent,20260422_1346_session_03,stabilisation,Wed Apr 22 2026 13:50:31 GMT+0200 (Central European Summer Time),19.49,31.52,,10.49,662,394,641,252,30403,13141,no_scent,1.0,Wed Apr 22 2026 13:50:31 GMT+0200 (Central European Summer Time)
513,EnoseDevice001,no_scent,20260422_1346_session_03,stabilisation,Wed Apr 22 2026 13:51:31 GMT+0200 (Central European Summer Time),19.62,32.84,,10.51,654,382,629,244,30534,13232,no_scent,1.0,Wed Apr 22 2026 13:51:31 GMT+0200 (Central European Summer Time)
514,EnoseDevice001,no_scent,20260422_1346_session_03,stabilisation,Wed Apr 22 2026 13:53:03 GMT+0200 (Central European Summer Time),19.73,32.86,,13.13,642,369,611,237,30554,13214,no_scent,1.0,Wed Apr 22 2026 13:53:03 GMT+0200 (Central European Summer Time)
515,EnoseDevice001,no_scent,20260422_1346_session_03,stabilisation,Wed Apr 22 2026 13:53:29 GMT+0200 (Central European Summer Time),19.72,31.79,,13.84,635,364,603,230,30561,13145,no_scent,1.0,Wed Apr 22 2026 13:53:29 GMT+0200 (Central European Summer Time)
516,EnoseDevice001,no_scent,20260422_1346_session_03,stabilisation,Wed Apr 22 2026 13:54:04 GMT+0200 (Central European Summer Time),19.73,31.58,,14.49,632,361,598,233,30561,13126,no_scent,1.0,Wed Apr 22 2026 13:54:04 GMT+0200 (Central European Summer Time)
517,EnoseDevice001,no_scent,20260422_1346_session_03,stabilisation,Wed Apr 22 2026 13:54:36 GMT+0200 (Central European Summer Time),19.76,31.69,,15.1,628,356,592,228,30612,13130,no_scent,1.0,Wed Apr 22 2026 13:54:36 GMT+0200 (Central European Summer Time)
518,EnoseDevice001,no_scent,20260422_1346_session_03,stabilisation,Wed Apr 22 2026 13:55:31 GMT+0200 (Central European Summer Time),19.82,32.34,,16.52,625,353,588,234,30641,13163,no_scent,1.0,Wed Apr 22 2026 13:55:31 GMT+0200 (Central European Summer Time)
519,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 13:56:21 GMT+0200 (Central European Summer Time),19.79,31.78,,17.87,618,348,578,225,30629,13126,no_scent,1.0,Wed Apr 22 2026 13:56:21 GMT+0200 (Central European Summer Time)
520,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 13:56:59 GMT+0200 (Central European Summer Time),19.86,32.02,,17.7,617,347,577,235,30652,13149,no_scent,1.0,Wed Apr 22 2026 13:56:59 GMT+0200 (Central European Summer Time)
521,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 13:59:39 GMT+0200 (Central European Summer Time),19.81,31.65,,17.85,600,331,554,216,30681,13090,no_scent,1.0,Wed Apr 22 2026 13:59:39 GMT+0200 (Central European Summer Time)
522,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:00:08 GMT+0200 (Central European Summer Time),19.87,31.62,,19.48,601,331,554,233,30711,13091,no_scent,1.0,Wed Apr 22 2026 14:00:08 GMT+0200 (Central European Summer Time)
523,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:00:33 GMT+0200 (Central European Summer Time),19.82,30.8,,20.09,596,329,549,231,30680,13030,no_scent,1.0,Wed Apr 22 2026 14:00:33 GMT+0200 (Central European Summer Time)
524,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:00:56 GMT+0200 (Central European Summer Time),19.91,31.31,,21.38,600,333,555,248,30705,13071,no_scent,1.0,Wed Apr 22 2026 14:00:56 GMT+0200 (Central European Summer Time)
525,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:01:31 GMT+0200 (Central European Summer Time),19.98,32.06,,21.25,598,330,550,240,30650,13122,no_scent,1.0,Wed Apr 22 2026 14:01:31 GMT+0200 (Central European Summer Time)
526,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:01:57 GMT+0200 (Central European Summer Time),20.14,32.17,,21.44,598,330,549,238,30645,13148,no_scent,1.0,Wed Apr 22 2026 14:01:57 GMT+0200 (Central European Summer Time)
527,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:03:59 GMT+0200 (Central European Summer Time),20.12,31.72,,20.68,589,318,538,232,30680,13097,no_scent,1.0,Wed Apr 22 2026 14:03:59 GMT+0200 (Central European Summer Time)
528,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:04:28 GMT+0200 (Central European Summer Time),20.14,31.64,,22.62,588,319,538,234,30663,13081,no_scent,1.0,Wed Apr 22 2026 14:04:28 GMT+0200 (Central European Summer Time)
529,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:05:19 GMT+0200 (Central European Summer Time),20.31,32.97,,23.8,590,321,538,238,30731,13190,no_scent,1.0,Wed Apr 22 2026 14:05:19 GMT+0200 (Central European Summer Time)
530,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:06:39 GMT+0200 (Central European Summer Time),20.37,32.47,,23.7,584,315,532,238,30694,13146,no_scent,1.0,Wed Apr 22 2026 14:06:39 GMT+0200 (Central European Summer Time)
531,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:07:24 GMT+0200 (Central European Summer Time),20.31,32.76,,23.78,584,315,530,242,30698,13149,no_scent,1.0,Wed Apr 22 2026 14:07:24 GMT+0200 (Central European Summer Time)
532,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:07:33 GMT+0200 (Central European Summer Time),20.36,32.86,,24.46,584,315,530,243,30693,13167,no_scent,1.0,Wed Apr 22 2026 14:07:33 GMT+0200 (Central European Summer Time)
533,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:07:49 GMT+0200 (Central European Summer Time),20.37,32.99,,25.21,582,314,530,244,30677,13167,no_scent,1.0,Wed Apr 22 2026 14:07:49 GMT+0200 (Central European Summer Time)
534,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:08:22 GMT+0200 (Central European Summer Time),20.4,33.17,,24.36,581,312,527,243,30695,13181,no_scent,1.0,Wed Apr 22 2026 14:08:22 GMT+0200 (Central European Summer Time)
535,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:09:16 GMT+0200 (Central European Summer Time),20.39,33.37,,25.76,578,310,526,244,30727,13186,no_scent,1.0,Wed Apr 22 2026 14:09:16 GMT+0200 (Central European Summer Time)
536,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:09:45 GMT+0200 (Central European Summer Time),20.39,33.63,,25.91,578,307,525,244,30741,13188,no_scent,1.0,Wed Apr 22 2026 14:09:45 GMT+0200 (Central European Summer Time)
537,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:10:59 GMT+0200 (Central European Summer Time),20.41,33.8,,26.03,576,307,521,246,30752,13190,no_scent,1.0,Wed Apr 22 2026 14:10:59 GMT+0200 (Central European Summer Time)
538,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:11:28 GMT+0200 (Central European Summer Time),20.44,34.1,,26.23,574,307,521,245,30748,13197,no_scent,1.0,Wed Apr 22 2026 14:11:28 GMT+0200 (Central European Summer Time)
539,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:11:57 GMT+0200 (Central European Summer Time),20.38,34.24,,26.4,573,305,518,246,30733,13209,no_scent,1.0,Wed Apr 22 2026 14:11:57 GMT+0200 (Central European Summer Time)
540,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:12:29 GMT+0200 (Central European Summer Time),20.42,34.36,,26.65,573,303,517,247,30757,13217,no_scent,1.0,Wed Apr 22 2026 14:12:29 GMT+0200 (Central European Summer Time)
541,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:14:01 GMT+0200 (Central European Summer Time),20.49,34.78,,27.7,571,302,514,249,30774,13241,no_scent,1.0,Wed Apr 22 2026 14:14:01 GMT+0200 (Central European Summer Time)
542,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:16:51 GMT+0200 (Central European Summer Time),20.5,35.01,,21.58,562,296,505,248,30774,13227,no_scent,1.0,Wed Apr 22 2026 14:16:51 GMT+0200 (Central European Summer Time)
543,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:16:52 GMT+0200 (Central European Summer Time),20.5,35.05,,23.51,561,295,504,248,30749,13227,no_scent,1.0,Wed Apr 22 2026 14:16:52 GMT+0200 (Central European Summer Time)
544,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:17:38 GMT+0200 (Central European Summer Time),20.51,35.31,,24.45,561,294,504,246,30754,13249,no_scent,1.0,Wed Apr 22 2026 14:17:38 GMT+0200 (Central European Summer Time)
545,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:17:47 GMT+0200 (Central European Summer Time),20.5,35.31,,25.84,560,293,503,247,30753,13241,no_scent,1.0,Wed Apr 22 2026 14:17:47 GMT+0200 (Central European Summer Time)
546,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:18:04 GMT+0200 (Central European Summer Time),20.49,35.34,,27.32,560,294,503,246,30771,13242,no_scent,1.0,Wed Apr 22 2026 14:18:04 GMT+0200 (Central European Summer Time)
547,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:18:20 GMT+0200 (Central European Summer Time),20.51,35.53,,28.14,559,294,502,250,30803,13252,no_scent,1.0,Wed Apr 22 2026 14:18:20 GMT+0200 (Central European Summer Time)
548,EnoseDevice001,no_scent,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:19:33 GMT+0200 (Central European Summer Time),20.67,36.1,,27.48,561,298,503,257,30758,13284,no_scent,1.0,Wed Apr 22 2026 14:19:33 GMT+0200 (Central European Summer Time)
549,EnoseDevice001,no_scent,20260422_1346_session_03,recovery,Wed Apr 22 2026 14:22:33 GMT+0200 (Central European Summer Time),20.63,36.42,,29.69,556,290,497,260,30765,13292,no_scent,1.0,Wed Apr 22 2026 14:22:33 GMT+0200 (Central European Summer Time)
550,EnoseDevice001,no_scent,20260422_1346_session_03,recovery,Wed Apr 22 2026 14:23:12 GMT+0200 (Central European Summer Time),20.85,36.53,,26.41,557,291,495,273,30677,13310,no_scent,1.0,Wed Apr 22 2026 14:23:12 GMT+0200 (Central European Summer Time)
551,EnoseDevice001,no_scent,20260422_1346_session_03,recovery,Wed Apr 22 2026 14:25:13 GMT+0200 (Central European Summer Time),20.81,36.69,,26.51,553,287,490,260,30666,13306,no_scent,1.0,Wed Apr 22 2026 14:25:13 GMT+0200 (Central European Summer Time)
552,EnoseDevice001,no_scent,20260422_1346_session_03,recovery,Wed Apr 22 2026 14:25:36 GMT+0200 (Central European Summer Time),20.78,36.63,,29.28,551,286,489,261,30691,13287,no_scent,1.0,Wed Apr 22 2026 14:25:36 GMT+0200 (Central European Summer Time)
553,EnoseDevice001,no_scent,20260422_1346_session_03,recovery,Wed Apr 22 2026 14:26:05 GMT+0200 (Central European Summer Time),20.73,36.85,,29.5,550,286,489,262,30736,13294,no_scent,1.0,Wed Apr 22 2026 14:26:05 GMT+0200 (Central European Summer Time)
554,EnoseDevice001,no_scent,20260422_1346_session_03,recovery,Wed Apr 22 2026 14:28:25 GMT+0200 (Central European Summer Time),20.67,37.18,,27.48,546,283,485,268,30724,13283,no_scent,1.0,Wed Apr 22 2026 14:28:25 GMT+0200 (Central European Summer Time)
555,EnoseDevice001,no_scent,20260422_1346_session_03,recovery,Wed Apr 22 2026 14:30:20 GMT+0200 (Central European Summer Time),20.65,37.52,,29.52,544,281,482,269,30719,13297,no_scent,1.0,Wed Apr 22 2026 14:30:20 GMT+0200 (Central European Summer Time)
556,EnoseDevice001,no_scent,20260422_1346_session_03,recovery,Wed Apr 22 2026 14:33:09 GMT+0200 (Central European Summer Time),20.7,38.0,,27.68,541,279,476,271,30747,13312,no_scent,1.0,Wed Apr 22 2026 14:33:09 GMT+0200 (Central European Summer Time)
557,EnoseDevice001,no_scent,20260422_1346_session_03,recovery,Wed Apr 22 2026 14:33:16 GMT+0200 (Central European Summer Time),20.69,37.95,,29.28,541,278,476,270,30683,13303,no_scent,1.0,Wed Apr 22 2026 14:33:16 GMT+0200 (Central European Summer Time)
558,EnoseDevice001,no_scent,20260422_1346_session_03,recovery,Wed Apr 22 2026 14:33:51 GMT+0200 (Central European Summer Time),20.7,38.16,,29.34,540,278,474,268,30670,13315,no_scent,1.0,Wed Apr 22 2026 14:33:51 GMT+0200 (Central European Summer Time)
559,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:36:03 GMT+0200 (Central European Summer Time),20.81,40.01,,32.39,548,283,480,284,30704,13410,sweet_orange,1.0,Wed Apr 22 2026 14:36:03 GMT+0200 (Central European Summer Time)
560,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:36:35 GMT+0200 (Central European Summer Time),20.96,40.89,,24.95,918,892,874,648,30636,13449,sweet_orange,1.0,Wed Apr 22 2026 14:36:35 GMT+0200 (Central European Summer Time)
561,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:36:51 GMT+0200 (Central European Summer Time),20.94,40.53,,25.28,920,904,908,741,30622,13432,sweet_orange,1.0,Wed Apr 22 2026 14:36:51 GMT+0200 (Central European Summer Time)
562,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:36:58 GMT+0200 (Central European Summer Time),20.89,40.24,,25.04,927,915,925,762,30563,13416,sweet_orange,1.0,Wed Apr 22 2026 14:36:58 GMT+0200 (Central European Summer Time)
563,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:37:08 GMT+0200 (Central European Summer Time),20.87,40.12,,25.21,918,899,908,641,30575,13408,sweet_orange,1.0,Wed Apr 22 2026 14:37:08 GMT+0200 (Central European Summer Time)
564,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:37:17 GMT+0200 (Central European Summer Time),20.88,40.08,,25.62,926,899,908,650,30586,13405,sweet_orange,1.0,Wed Apr 22 2026 14:37:17 GMT+0200 (Central European Summer Time)
565,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:37:30 GMT+0200 (Central European Summer Time),20.88,40.22,,26.51,903,861,885,566,30603,13408,sweet_orange,1.0,Wed Apr 22 2026 14:37:30 GMT+0200 (Central European Summer Time)
566,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:37:41 GMT+0200 (Central European Summer Time),20.89,40.19,,26.95,915,887,895,632,30583,13404,sweet_orange,1.0,Wed Apr 22 2026 14:37:41 GMT+0200 (Central European Summer Time)
567,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:37:47 GMT+0200 (Central European Summer Time),20.88,40.06,,26.23,913,894,906,620,30589,13403,sweet_orange,1.0,Wed Apr 22 2026 14:37:47 GMT+0200 (Central European Summer Time)
568,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:38:51 GMT+0200 (Central European Summer Time),20.87,40.16,,24.26,916,895,912,587,30613,13393,sweet_orange,1.0,Wed Apr 22 2026 14:38:51 GMT+0200 (Central European Summer Time)
569,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:39:36 GMT+0200 (Central European Summer Time),20.92,39.71,,24.88,925,912,915,639,30557,13387,sweet_orange,1.0,Wed Apr 22 2026 14:39:36 GMT+0200 (Central European Summer Time)
570,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:41:28 GMT+0200 (Central European Summer Time),21.0,40.46,,22.03,929,913,916,634,30468,13405,sweet_orange,1.0,Wed Apr 22 2026 14:41:28 GMT+0200 (Central European Summer Time)
571,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:42:00 GMT+0200 (Central European Summer Time),21.0,40.58,,22.6,919,906,913,577,30461,13410,sweet_orange,1.0,Wed Apr 22 2026 14:42:00 GMT+0200 (Central European Summer Time)
572,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:44:07 GMT+0200 (Central European Summer Time),21.13,41.25,,24.1,916,898,918,569,30210,13427,sweet_orange,1.0,Wed Apr 22 2026 14:44:07 GMT+0200 (Central European Summer Time)
573,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:44:36 GMT+0200 (Central European Summer Time),21.1,41.45,,24.5,918,923,922,667,30136,13437,sweet_orange,1.0,Wed Apr 22 2026 14:44:36 GMT+0200 (Central European Summer Time)
574,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:45:56 GMT+0200 (Central European Summer Time),21.11,41.65,,23.43,907,892,896,565,29969,13428,sweet_orange,1.0,Wed Apr 22 2026 14:45:56 GMT+0200 (Central European Summer Time)
575,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:46:05 GMT+0200 (Central European Summer Time),21.11,41.51,,24.68,908,879,900,523,29981,13424,sweet_orange,1.0,Wed Apr 22 2026 14:46:05 GMT+0200 (Central European Summer Time)
576,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:46:21 GMT+0200 (Central European Summer Time),21.09,41.45,,25.16,907,893,900,548,29989,13414,sweet_orange,1.0,Wed Apr 22 2026 14:46:21 GMT+0200 (Central European Summer Time)
577,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:46:50 GMT+0200 (Central European Summer Time),21.12,41.56,,23.93,901,879,894,535,29888,13412,sweet_orange,1.0,Wed Apr 22 2026 14:46:50 GMT+0200 (Central European Summer Time)
578,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:49:27 GMT+0200 (Central European Summer Time),21.18,41.79,,22.33,915,878,899,588,29474,13404,sweet_orange,1.0,Wed Apr 22 2026 14:49:27 GMT+0200 (Central European Summer Time)
579,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:50:09 GMT+0200 (Central European Summer Time),21.28,41.95,,24.17,914,887,907,590,29364,13413,sweet_orange,1.0,Wed Apr 22 2026 14:50:09 GMT+0200 (Central European Summer Time)
580,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:50:44 GMT+0200 (Central European Summer Time),21.27,41.64,,23.93,906,907,916,623,29245,13381,sweet_orange,1.0,Wed Apr 22 2026 14:50:44 GMT+0200 (Central European Summer Time)
581,EnoseDevice001,sweet_orange,20260422_1346_session_03,exposure,Wed Apr 22 2026 14:52:04 GMT+0200 (Central European Summer Time),21.15,41.77,,23.09,909,910,896,548,29095,13360,sweet_orange,1.0,Wed Apr 22 2026 14:52:04 GMT+0200 (Central European Summer Time)
